ï»¿Flight Number,Code,Departure City,Arrival City,DEP. ICAO,ARR ICAO,Aircraft,Duration,Remarks,LMT
SU845,Historic,YereVan (EVN),Voronezh (VOZ),UDYZ,UUOO,A320,2:30,,12/12/2025 3:00 PM
SU1643,AFL,Astrakhan (ASF),Moscow (SVO),URWA,UUEE,"A320,A20N,A321",2:25,,12/12/2025 3:00 PM
SU1175,AFL,Astrakhan (ASF),Moscow (SVO),URWA,UUEE,"A320,A321,B739",2:25,,12/12/2025 3:00 PM
SU1093,Summer,Chelyabinsk (CEK),Moscow (SVO),USCC,UUEE,"A320,A321",2:25,,12/12/2025 3:00 PM
SU1081,Historic,Gelendzhink (GDZ),Moscow (SVO),URKG,UUEE,"A320,A20N",2:25,,12/12/2025 3:00 PM
SU1080,Historic,Moscow (SVO),Gelendzhink (GDZ),UUEE,URKG,"A320,A20N",2:25,,12/12/2025 3:00 PM
SU1061,AFL,Orsk (OSW),Moscow (SVO),UWOR,UUEE,A320,2:25,,12/12/2025 3:00 PM
SU1433,Summer,Yekaterinburg (SVX),Moscow (SVO),USSS,UUEE,B739,2:25,,12/12/2025 3:00 PM
SU1679,AFL,Astrakhan (ASF),Moscow (SVO),URWA,UUEE,"A320,A20N,A321,B739",2:20,,12/12/2025 3:00 PM
SU1421,AFL,Chelyabinsk (CEK),Moscow (SVO),USCC,UUEE,"A320,A20N,A321,A21N,B739",2:20,,12/12/2025 3:00 PM
SU1427,AFL,Chelyabinsk (CEK),Moscow (SVO),USCC,UUEE,"A320,A321,A21N",2:20,,12/12/2025 3:00 PM
SU1423,AFL,Chelyabinsk (CEK),Moscow (SVO),USCC,UUEE,"A320,A321,A21N,B739",2:20,,12/12/2025 3:00 PM
SU1795,AFL,Chelyabinsk (CEK),Moscow (SVO),USCC,UUEE,A320,2:20,,12/12/2025 3:00 PM
SU1533,AFL,Chelyabinsk (CEK),Moscow (SVO),USCC,UUEE,"A320,A321,A21N",2:20,,12/12/2025 3:00 PM
SU1015,Summer,Kaliningrad (KGD),Moscow (SVO),UMKK,UUEE,"A320,A321",2:20,,12/12/2025 3:00 PM
SU1435,AFL,Magnitogorsk (MQF),Moscow (SVO),USCM,UUEE,A320,2:20,,12/12/2025 3:00 PM
SU2822,Summer,Mineralnye Vody (MRV),Kazan (KZN),URMM,UWKD,A320,2:20,,12/12/2025 3:00 PM
SU1014,Summer,Moscow (SVO),Kaliningrad (KGD),UUEE,UMKK,"A320,A321",2:20,,12/12/2025 3:00 PM
SU1004,AFL,Moscow (SVO),Kaliningrad (KGD),UUEE,UMKK,"A320,A321,A21N",2:20,,12/12/2025 3:00 PM
SU1008,AFL,Moscow (SVO),Kaliningrad (KGD),UUEE,UMKK,"A320,A321,A21N",2:20,,12/12/2025 3:00 PM
SU1006,AFL,Moscow (SVO),Kaliningrad (KGD),UUEE,UMKK,"A320,A321,A21N",2:20,,12/12/2025 3:00 PM
SU1024,Summer,Moscow (SVO),Kaliningrad (KGD),UUEE,UMKK,A320,2:20,,12/12/2025 3:00 PM
SU1000,AFL,Moscow (SVO),Kaliningrad (KGD),UUEE,UMKK,"A320,A321,A21N",2:20,,12/12/2025 3:00 PM
SU1506,Winter,Moscow (SVO),Tyumen (TJM),UUEE,USTR,"A320,A20N,A321",2:20,,12/12/2025 3:00 PM
SU1504,AFL,Moscow (SVO),Tyumen (TJM),UUEE,USTR,"A320,A20N",2:20,,12/12/2025 3:00 PM
SU2869,Historic,Perm (PEE),St. Petersburg (LED),USPP,ULLI,A320,2:20,,12/12/2025 3:00 PM
SU1437,Summer,Yekaterinburg (SVX),Moscow (SVO),USSS,UUEE,"A320,A321,B739",2:20,,12/12/2025 3:00 PM
SU1409,Summer,Yekaterinburg (SVX),Moscow (SVO),USSS,UUEE,B739,2:20,,12/12/2025 3:00 PM
SU1405,AFL,Yekaterinburg (SVX),Moscow (SVO),USSS,UUEE,"A320,A20N,A321,A333,B739",2:20,,12/12/2025 3:00 PM
SU1413,AFL,Yekaterinburg (SVX),Moscow (SVO),USSS,UUEE,"A320,A321,A21N",2:20,,12/12/2025 3:00 PM
SU1403,AFL,Yekaterinburg (SVX),Moscow (SVO),USSS,UUEE,"A320,A20N,A321,A21N",2:20,,12/12/2025 3:00 PM
SU1649,Summer,Astrakhan (ASF),Moscow (SVO),URWA,UUEE,A320,2:15,,12/12/2025 3:00 PM
SU1009,AFL,Kaliningrad (KGD),Moscow (SVO),UMKK,UUEE,"A320,A321",2:15,,12/12/2025 3:00 PM
SU1005,AFL,Kaliningrad (KGD),Moscow (SVO),UMKK,UUEE,"A320,A321,A21N",2:15,,12/12/2025 3:00 PM
SU1019,Summer,Kaliningrad (KGD),Moscow (SVO),UMKK,UUEE,"A320,A321",2:15,,12/12/2025 3:00 PM
SU1007,AFL,Kaliningrad (KGD),Moscow (SVO),UMKK,UUEE,"A320,A321,A21N",2:15,,12/12/2025 3:00 PM
SU1013,AFL,Kaliningrad (KGD),Moscow (SVO),UMKK,UUEE,"A320,A321,A21N",2:15,,12/12/2025 3:00 PM
SU1011,Summer,Kaliningrad (KGD),Moscow (SVO),UMKK,UUEE,"A320,A321,A21N",2:15,,12/12/2025 3:00 PM
SU1001,AFL,Kaliningrad (KGD),Moscow (SVO),UMKK,UUEE,"A320,A321,A21N",2:15,,12/12/2025 3:00 PM
SU1172,AFL,Moscow (SVO),Astrakhan (ASF),UUEE,URWA,"A320,A20N,A321,B739",2:15,,12/12/2025 3:00 PM
SU1010,Summer,Moscow (SVO),Kaliningrad (KGD),UUEE,UMKK,"A320,A321,A21N",2:15,,12/12/2025 3:00 PM
SU1012,AFL,Moscow (SVO),Kaliningrad (KGD),UUEE,UMKK,"A320,A321,A21N",2:15,,12/12/2025 3:00 PM
SU1016,Summer,Moscow (SVO),Kaliningrad (KGD),UUEE,UMKK,"A320,A321",2:15,,12/12/2025 3:00 PM
SU1002,AFL,Moscow (SVO),Kaliningrad (KGD),UUEE,UMKK,"A320,A321,A21N",2:15,,12/12/2025 3:00 PM
SU1018,Summer,Moscow (SVO),Kaliningrad (KGD),UUEE,UMKK,"A320,A321",2:15,,12/12/2025 3:00 PM
SU1324,AFL,Moscow (SVO),Murmansk (MMK),UUEE,ULMM,"A320,A321,B739",2:15,,12/12/2025 3:00 PM
SU2210,Historic,Moscow (SVO),Stocklholm Arlanda (ARN),UUEE,ESSA,"A320,B739",2:15,,12/12/2025 3:00 PM
SU1502,AFL,Moscow (SVO),Tyumen (TJM),UUEE,USTR,"A320,A20N,A321,B739",2:15,,12/12/2025 3:00 PM
SU1568,Summer,Moscow (SVO),Tyumen (TJM),UUEE,USTR,"A320,A321,B739",2:15,,12/12/2025 3:00 PM
SU1500,Summer,Moscow (SVO),Tyumen (TJM),UUEE,USTR,"A320,A20N,A321,B739",2:15,,12/12/2025 3:00 PM
SU2211,Historic,Stocklholm Arlanda (ARN),Moscow (SVO),ESSA,UUEE,"A320,B739",2:15,,12/12/2025 3:00 PM
SU1415,AFL,Yekaterinburg (SVX),Moscow (SVO),USSS,UUEE,"A320,A20N,A321,A21N",2:15,,12/12/2025 3:00 PM
SU1401,AFL,Yekaterinburg (SVX),Moscow (SVO),USSS,UUEE,"A320,A20N,A321,B739",2:15,,12/12/2025 3:00 PM
SU1419,Summer,Yekaterinburg (SVX),Moscow (SVO),USSS,UUEE,"A320,A20N,A321,B739",2:15,,12/12/2025 3:00 PM
SU1411,Winter,Yekaterinburg (SVX),Moscow (SVO),USSS,UUEE,"A320,A321",2:15,,12/12/2025 3:00 PM
SU1407,AFL,Yekaterinburg (SVX),Moscow (SVO),USSS,UUEE,"A320,A321,A333,B739",2:15,,12/12/2025 3:00 PM
SU1417,AFL,Yekaterinburg (SVX),Moscow (SVO),USSS,UUEE,"A320,A321,B739",2:15,,12/12/2025 3:00 PM
SU1143,Historic,Anapa (AAQ),Moscow (SVO),URKA,UUEE,A320,2:10,,12/12/2025 3:00 PM
SU1331,AFL,Arkhangelsk Talagi (ARH),Moscow (SVO),ULAA,UUEE,A320,2:10,,12/12/2025 3:00 PM
SU2497,Historic,Copenhagen (CPH),Moscow (SVO),EKCH,UUEE,A320,2:10,,12/12/2025 3:00 PM
SU1025,Summer,Kaliningrad (KGD),Moscow (SVO),UMKK,UUEE,A320,2:10,,12/12/2025 3:00 PM
SU1017,Summer,Kaliningrad (KGD),Moscow (SVO),UMKK,UUEE,"A320,A321",2:10,,12/12/2025 3:00 PM
SU1073,Summer,Kaliningrad (KGD),Moscow (SVO),UMKK,UUEE,A320,2:10,,12/12/2025 3:00 PM
SU1003,AFL,Kaliningrad (KGD),Moscow (SVO),UMKK,UUEE,"A320,A321,A21N",2:10,,12/12/2025 3:00 PM
SU1429,Winter,Magnitogorsk (MQF),Moscow (SVO),USCM,UUEE,"A320,A321",2:10,,12/12/2025 3:00 PM
SU1142,Historic,Moscow (SVO),Anapa (AAQ),UUEE,URKA,A320,2:10,,12/12/2025 3:00 PM
SU1330,AFL,Moscow (SVO),Arkhangelsk Talagi (ARH),UUEE,ULAA,A320,2:10,,12/12/2025 3:00 PM
SU1678,AFL,Moscow (SVO),Astrakhan (ASF),UUEE,URWA,"A320,A20N,A321,B739",2:10,,12/12/2025 3:00 PM
SU1648,Summer,Moscow (SVO),Astrakhan (ASF),UUEE,URWA,A320,2:10,,12/12/2025 3:00 PM
SU1174,AFL,Moscow (SVO),Astrakhan (ASF),UUEE,URWA,"A320,A321,B739",2:10,,12/12/2025 3:00 PM
SU1642,AFL,Moscow (SVO),Astrakhan (ASF),UUEE,URWA,"A320,A20N,A321",2:10,,12/12/2025 3:00 PM
SU2496,Historic,Moscow (SVO),Copenhagen (CPH),UUEE,EKCH,A320,2:10,,12/12/2025 3:00 PM
SU1072,Summer,Moscow (SVO),Kaliningrad (KGD),UUEE,UMKK,A320,2:10,,12/12/2025 3:00 PM
SU1320,AFL,Moscow (SVO),Murmansk (MMK),UUEE,ULMM,"A320,A20N,A321",2:10,,12/12/2025 3:00 PM
SU1318,Winter,Moscow (SVO),Murmansk (MMK),UUEE,ULMM,"A320,A20N,A321,B739",2:10,,12/12/2025 3:00 PM
SU1326,AFL,Moscow (SVO),Murmansk (MMK),UUEE,ULMM,"A320,A20N,A321,A21N",2:10,,12/12/2025 3:00 PM
SU613,Historic,RostoV-on-Don PlatoV (ROV),Yerevan (EVN),URRP,UDYZ,A320,2:10,,12/12/2025 3:00 PM
SU612,Historic,YereVan (EVN),Rostov-on-Don Platov (ROV),UDYZ,URRP,A320,2:10,,12/12/2025 3:00 PM
SU1335,AFL,Arkhangelsk Talagi (ARH),Moscow (SVO),ULAA,UUEE,A320,2:05,,12/12/2025 3:00 PM
SU1333,AFL,Arkhangelsk Talagi (ARH),Moscow (SVO),ULAA,UUEE,A320,2:05,,12/12/2025 3:00 PM
SU1334,AFL,Moscow (SVO),Arkhangelsk Talagi (ARH),UUEE,ULAA,A320,2:05,,12/12/2025 3:00 PM
SU1332,AFL,Moscow (SVO),Arkhangelsk Talagi (ARH),UUEE,ULAA,A320,2:05,,12/12/2025 3:00 PM
SU1958,AFL,Moscow (SVO),Atyrau (GUW),UUEE,UATG,A320,2:05,,12/12/2025 3:00 PM
SU1794,AFL,Moscow (SVO),Chelyabinsk (CEK),UUEE,USCC,A320,2:05,,12/12/2025 3:00 PM
SU1426,AFL,Moscow (SVO),Chelyabinsk (CEK),UUEE,USCC,"A320,A321,A21N",2:05,,12/12/2025 3:00 PM
SU1316,Summer,Moscow (SVO),Murmansk (MMK),UUEE,ULMM,"A320,A20N,A321,B739",2:05,,12/12/2025 3:00 PM
SU1060,AFL,Moscow (SVO),Orsk (OSW),UUEE,UWOR,A320,2:05,,12/12/2025 3:00 PM
SU2000,Historic,Moscow (SVO),Warsaw (WAW),UUEE,EPWA,A320,2:05,,12/12/2025 3:00 PM
SU1321,AFL,Murmansk (MMK),Moscow (SVO),ULMM,UUEE,"A320,A20N,A321",2:05,,12/12/2025 3:00 PM
SU1325,AFL,Murmansk (MMK),Moscow (SVO),ULMM,UUEE,"A320,A321,B739",2:05,,12/12/2025 3:00 PM
SU1319,Winter,Murmansk (MMK),Moscow (SVO),ULMM,UUEE,"A320,A20N,A321,B739",2:05,,12/12/2025 3:00 PM
SU1243,Summer,Orenburg (REN),Moscow (SVO),UWOO,UUEE,"A320,A321",2:05,,12/12/2025 3:00 PM
SU1249,AFL,Orenburg (REN),Moscow (SVO),UWOO,UUEE,"A320,A20N,A321,B739",2:05,,12/12/2025 3:00 PM
SU2868,Historic,St. Petersburg (LED),Perm (PEE),ULLI,USPP,A320,2:05,,12/12/2025 3:00 PM
SU2001,Historic,Warsaw (WAW),Moscow (SVO),EPWA,UUEE,A320,2:05,,12/12/2025 3:00 PM
SU1101,Historic,Krasnodar (KRR),Moscow (SVO),URKK,UUEE,"A320,A21N,B739",2:00,,12/12/2025 3:00 PM
SU608,Historic,Krasnodar (KRR),Yerevan (EVN),URKK,UDYZ,A320,2:00,,12/12/2025 3:00 PM
SU1346,AFL,Moscow (SVO),Apatity (KVK),UUEE,ULMK,A320,2:00,,12/12/2025 3:00 PM
SU1422,AFL,Moscow (SVO),Chelyabinsk (CEK),UUEE,USCC,"A320,A321,A21N,B739",2:00,,12/12/2025 3:00 PM
SU1092,Summer,Moscow (SVO),Chelyabinsk (CEK),UUEE,USCC,"A320,A321",2:00,,12/12/2025 3:00 PM
SU1420,AFL,Moscow (SVO),Chelyabinsk (CEK),UUEE,USCC,"A320,A20N,A321,A21N,B739",2:00,,12/12/2025 3:00 PM
SU1532,AFL,Moscow (SVO),Chelyabinsk (CEK),UUEE,USCC,"A320,A321,A21N",2:00,,12/12/2025 3:00 PM
SU1100,Historic,Moscow (SVO),Krasnodar (KRR),UUEE,URKK,"A320,A21N,B739",2:00,,12/12/2025 3:00 PM
SU1428,Winter,Moscow (SVO),Magnitogorsk (MQF),UUEE,USCM,"A320,A321",2:00,,12/12/2025 3:00 PM
SU1434,AFL,Moscow (SVO),Magnitogorsk (MQF),UUEE,USCM,A320,2:00,,12/12/2025 3:00 PM
SU1154,Historic,Moscow (SVO),Rostov-on-Don Platov (ROV),UUEE,URRP,"A320,A321",2:00,,12/12/2025 3:00 PM
SU1020,Summer,Moscow (SVO),Yekaterinburg (SVX),UUEE,USSS,"A320,A321,B739",2:00,,12/12/2025 3:00 PM
SU1402,AFL,Moscow (SVO),Yekaterinburg (SVX),UUEE,USSS,"A320,A20N,A321,A21N",2:00,,12/12/2025 3:00 PM
SU1412,AFL,Moscow (SVO),Yekaterinburg (SVX),UUEE,USSS,"A320,A321,A21N",2:00,,12/12/2025 3:00 PM
SU1410,Winter,Moscow (SVO),Yekaterinburg (SVX),UUEE,USSS,"A320,A321",2:00,,12/12/2025 3:00 PM
SU1400,AFL,Moscow (SVO),Yekaterinburg (SVX),UUEE,USSS,"A320,A20N,A321,B739",2:00,,12/12/2025 3:00 PM
SU1416,AFL,Moscow (SVO),Yekaterinburg (SVX),UUEE,USSS,"A320,A321,B739",2:00,,12/12/2025 3:00 PM
SU1414,AFL,Moscow (SVO),Yekaterinburg (SVX),UUEE,USSS,"A320,A20N,A321,A21N",2:00,,12/12/2025 3:00 PM
SU1404,AFL,Moscow (SVO),Yekaterinburg (SVX),UUEE,USSS,"A320,A20N,A321,A333,B739",2:00,,12/12/2025 3:00 PM
SU1327,AFL,Murmansk (MMK),Moscow (SVO),ULMM,UUEE,"A320,A20N,A321,A21N",2:00,,12/12/2025 3:00 PM
SU1317,Summer,Murmansk (MMK),Moscow (SVO),ULMM,UUEE,"A320,A20N,A321,B739",2:00,,12/12/2025 3:00 PM
SU1245,AFL,Orenburg (REN),Moscow (SVO),UWOO,UUEE,"A320,A20N,A321,B739",2:00,,12/12/2025 3:00 PM
SU1247,AFL,Orenburg (REN),Moscow (SVO),UWOO,UUEE,"A320,A20N,B739",2:00,,12/12/2025 3:00 PM
SU1155,Historic,RostoV-on-Don PlatoV (ROV),Moscow (SVO),URRP,UUEE,"A320,A321",2:00,,12/12/2025 3:00 PM
SU609,Historic,YereVan (EVN),Krasnodar (KRR),UDYZ,URKK,A320,2:00,,12/12/2025 3:00 PM
SU1347,AFL,Apatity (KVK),Moscow (SVO),ULMK,UUEE,A320,1:55,,12/12/2025 3:00 PM
SU1406,AFL,Moscow (SVO),Yekaterinburg (SVX),UUEE,USSS,"A320,A321,A333,B739",1:55,,12/12/2025 3:00 PM
SU1408,Summer,Moscow (SVO),Yekaterinburg (SVX),UUEE,USSS,B739,1:55,,12/12/2025 3:00 PM
SU1432,Summer,Moscow (SVO),Yekaterinburg (SVX),UUEE,USSS,B739,1:55,,12/12/2025 3:00 PM
SU1418,Summer,Moscow (SVO),Yekaterinburg (SVX),UUEE,USSS,"A320,A20N,A321,B739",1:55,,12/12/2025 3:00 PM
SU1436,Summer,Moscow (SVO),Yekaterinburg (SVX),UUEE,USSS,"A320,A321,B739",1:55,,12/12/2025 3:00 PM
SU1657,Summer,Perm (PEE),Moscow (SVO),USPP,UUEE,"A320,A321",1:55,,12/12/2025 3:00 PM
SU1395,AFL,Perm (PEE),Moscow (SVO),USPP,UUEE,"A320,A321",1:55,,12/12/2025 3:00 PM
SU1201,AFL,Perm (PEE),Moscow (SVO),USPP,UUEE,"A320,A20N,A321",1:55,,12/12/2025 3:00 PM
SU1769,AFL,Perm (PEE),Moscow (SVO),USPP,UUEE,"A320,A321,A21N,B739",1:55,,12/12/2025 3:00 PM
SU1259,AFL,Ufa (UFA),Moscow (SVO),UWUU,UUEE,A320,1:55,,12/12/2025 3:00 PM
SU1231,AFL,Ufa (UFA),Moscow (SVO),UWUU,UUEE,"A320,A321,B739",1:55,,12/12/2025 3:00 PM
SU1233,AFL,Ufa (UFA),Moscow (SVO),UWUU,UUEE,"A320,A20N,A321,B739",1:55,,12/12/2025 3:00 PM
SU1237,Winter,Ufa (UFA),Moscow (SVO),UWUU,UUEE,A320,1:55,,12/12/2025 3:00 PM
SU1263,Summer,Ufa (UFA),Moscow (SVO),UWUU,UUEE,"A320,A321,B739",1:55,,12/12/2025 3:00 PM
SU1261,AFL,Ufa (UFA),Moscow (SVO),UWUU,UUEE,"A320,A321,A21N",1:55,,12/12/2025 3:00 PM
SU1235,AFL,Ufa (UFA),Moscow (SVO),UWUU,UUEE,"A320,A321,B739",1:55,,12/12/2025 3:00 PM
SU767,Summer,Dalaman (DLM),Sochi (AER),LTBS,URSS,A320,1:50,,12/12/2025 3:00 PM
SU2201,Historic,Helsinki Vantaa (HEL),Moscow (SVO),EFHK,UUEE,A320,1:50,,12/12/2025 3:00 PM
SU2200,Historic,Moscow (SVO),Helsinki Vantaa (HEL),UUEE,EFHK,A320,1:50,,12/12/2025 3:00 PM
SU1248,AFL,Moscow (SVO),Orenburg (REN),UUEE,UWOO,"A320,A20N,A321,B739",1:50,,12/12/2025 3:00 PM
SU1246,AFL,Moscow (SVO),Orenburg (REN),UUEE,UWOO,"A320,A20N,B739",1:50,,12/12/2025 3:00 PM
SU766,Summer,Sochi (AER),Dalaman (DLM),URSS,LTBS,A320,1:50,,12/12/2025 3:00 PM
SU2844,Historic,St. Petersburg (LED),Kaliningrad (KGD),ULLI,UMKK,A302,1:50,,12/12/2025 3:00 PM
SU1425,Summer,Ufa (UFA),Moscow (SVO),UWUU,UUEE,"A320,A321",1:50,,12/12/2025 3:00 PM
SU1293,AFL,IzheVsk (IJK),Moscow (SVO),USII,UUEE,"A320,A321,B739",1:45,,12/12/2025 3:00 PM
SU1244,AFL,Moscow (SVO),Orenburg (REN),UUEE,UWOO,"A320,A20N,A321,B739",1:45,,12/12/2025 3:00 PM
SU1242,Summer,Moscow (SVO),Orenburg (REN),UUEE,UWOO,"A320,A321",1:45,,12/12/2025 3:00 PM
SU2100,Historic,Moscow (SVO),Riga (RIX),UUEE,EVRA,A320,1:45,,12/12/2025 3:00 PM
SU1236,Winter,Moscow (SVO),Ufa (UFA),UUEE,UWUU,A320,1:45,,12/12/2025 3:00 PM
SU2101,Historic,Riga (RIX),Moscow (SVO),EVRA,UUEE,A320,1:45,,12/12/2025 3:00 PM
SU761,Summer,Bodrum (BJV),Sochi (AER),LTFE,URSS,A320,1:40,,12/12/2025 3:00 PM
SU1297,Summer,IzheVsk (IJK),Moscow (SVO),USII,UUEE,"A320,A321",1:40,,12/12/2025 3:00 PM
SU1200,AFL,Moscow (SVO),Perm (PEE),UUEE,USPP,"A320,A20N,A321",1:40,,12/12/2025 3:00 PM
SU1394,AFL,Moscow (SVO),Perm (PEE),UUEE,USPP,"A320,A321",1:40,,12/12/2025 3:00 PM
SU1768,AFL,Moscow (SVO),Perm (PEE),UUEE,USPP,"A320,A321,A21N,B739",1:40,,12/12/2025 3:00 PM
SU1656,Summer,Moscow (SVO),Perm (PEE),UUEE,USPP,"A320,A321",1:40,,12/12/2025 3:00 PM
SU1258,AFL,Moscow (SVO),Ufa (UFA),UUEE,UWUU,A320,1:40,,12/12/2025 3:00 PM
SU1230,AFL,Moscow (SVO),Ufa (UFA),UUEE,UWUU,"A320,A321,B739",1:40,,12/12/2025 3:00 PM
SU1262,Summer,Moscow (SVO),Ufa (UFA),UUEE,UWUU,"A320,A321,B739",1:40,,12/12/2025 3:00 PM
SU1424,Summer,Moscow (SVO),Ufa (UFA),UUEE,UWUU,"A320,A321",1:40,,12/12/2025 3:00 PM
SU1260,AFL,Moscow (SVO),Ufa (UFA),UUEE,UWUU,"A320,A321,A21N",1:40,,12/12/2025 3:00 PM
SU1234,AFL,Moscow (SVO),Ufa (UFA),UUEE,UWUU,"A320,A321,B739",1:40,,12/12/2025 3:00 PM
SU1232,AFL,Moscow (SVO),Ufa (UFA),UUEE,UWUU,"A320,A20N,A321,B739",1:40,,12/12/2025 3:00 PM
SU1350,Historic,Moscow (SVO),Voronezh (VOZ),UUEE,UUOO,"A320,SU95",1:40,,12/12/2025 3:00 PM
SU2863,Historic,Murmansk (MMK),St. Petersburg (LED),ULMM,ULLI,A320,1:40,,12/12/2025 3:00 PM
SU760,Summer,Sochi (AER),Bodrum (BJV),URSS,LTFE,A320,1:40,,12/12/2025 3:00 PM
SU1391,AFL,SyktyVkar (SCW),Moscow (SVO),UUYY,UUEE,"A320,A20N,B739",1:40,,12/12/2025 3:00 PM
SU1351,Historic,Voronezh (VOZ),Moscow (SVO),UUOO,UUEE,"A320,SU95",1:40,,12/12/2025 3:00 PM
SU753,Summer,Antalya (AYT),Sochi (AER),LTAI,URSS,A320,1:35,,12/12/2025 3:00 PM
SU1758,AFL,Moscow (SVO),Volgograd (VOG),UUEE,URWW,"A320,A321",1:35,,12/12/2025 3:00 PM
SU1182,AFL,Moscow (SVO),Volgograd (VOG),UUEE,URWW,"A320,A321",1:35,,12/12/2025 3:00 PM
SU1681,AFL,Naberezhnye Chelny (NBC),Moscow (SVO),UWKE,UUEE,"A320,A321,A21N,B739",1:35,,12/12/2025 3:00 PM
SU1253,Summer,Naberezhnye Chelny (NBC),Moscow (SVO),UWKE,UUEE,A320,1:35,,12/12/2025 3:00 PM
SU1255,Winter,Naberezhnye Chelny (NBC),Moscow (SVO),UWKE,UUEE,"A320,A321,A21N,B739",1:35,,12/12/2025 3:00 PM
SU1251,AFL,Naberezhnye Chelny (NBC),Moscow (SVO),UWKE,UUEE,"A320,A321,B739",1:35,,12/12/2025 3:00 PM
SU1685,Summer,Samara (KUF),Moscow (SVO),UWWW,UUEE,"A320,B739",1:35,,12/12/2025 3:00 PM
SU1213,AFL,Samara (KUF),Moscow (SVO),UWWW,UUEE,"A320,A20N,A321,B739",1:35,,12/12/2025 3:00 PM
SU1211,Summer,Samara (KUF),Moscow (SVO),UWWW,UUEE,"A320,A321",1:35,,12/12/2025 3:00 PM
SU752,Summer,Sochi (AER),Antalya (AYT),URSS,LTAI,A320,1:35,,12/12/2025 3:00 PM
SU1397,Winter,SyktyVkar (SCW),Moscow (SVO),UUYY,UUEE,"A320,A20N",1:35,,12/12/2025 3:00 PM
SU1759,AFL,Volgograd (VOG),Moscow (SVO),URWW,UUEE,"A320,A321",1:35,,12/12/2025 3:00 PM
SU1189,Summer,Volgograd (VOG),Moscow (SVO),URWW,UUEE,"A320,A321",1:35,,12/12/2025 3:00 PM
SU1185,AFL,Volgograd (VOG),Moscow (SVO),URWW,UUEE,"A320,A321,B739",1:35,,12/12/2025 3:00 PM
SU2843,Historic,Kaliningrad (KGD),St. Petersburg (LED),UMKK,ULLI,A320,1:30,,12/12/2025 3:00 PM
SU1191,AFL,Kazan (KZN),Moscow (SVO),UWKD,UUEE,"A320,A20N,A321,B739",1:30,,12/12/2025 3:00 PM
SU606,Historic,Mineralnye Vody (MRV),Yerevan (EVN),URMM,UDYZ,A320,1:30,,12/12/2025 3:00 PM
SU1292,AFL,Moscow (SVO),Izhevsk (IJK),UUEE,USII,"A320,A321,B739",1:30,,12/12/2025 3:00 PM
SU1296,Summer,Moscow (SVO),Izhevsk (IJK),UUEE,USII,"A320,A321",1:30,,12/12/2025 3:00 PM
SU1254,Winter,Moscow (SVO),Naberezhnye Chelny (NBC),UUEE,UWKE,"A320,A321,A21N,B739",1:30,,12/12/2025 3:00 PM
SU1396,Winter,Moscow (SVO),Syktyvkar (SCW),UUEE,UUYY,"A320,A20N",1:30,,12/12/2025 3:00 PM
SU1186,Winter,Moscow (SVO),Volgograd (VOG),UUEE,URWW,A320,1:30,,12/12/2025 3:00 PM
SU1184,AFL,Moscow (SVO),Volgograd (VOG),UUEE,URWW,"A320,A321,B739",1:30,,12/12/2025 3:00 PM
SU1188,Summer,Moscow (SVO),Volgograd (VOG),UUEE,URWW,"A320,A321",1:30,,12/12/2025 3:00 PM
SU1605,AFL,Samara (KUF),Moscow (SVO),UWWW,UUEE,"A320,A321,A21N",1:30,,12/12/2025 3:00 PM
SU1215,AFL,Samara (KUF),Moscow (SVO),UWWW,UUEE,"A320,A321",1:30,,12/12/2025 3:00 PM
SU1603,AFL,Samara (KUF),Moscow (SVO),UWWW,UUEE,"A320,A20N,A321",1:30,,12/12/2025 3:00 PM
SU1219,Summer,Samara (KUF),Moscow (SVO),UWWW,UUEE,"A320,A321,B739",1:30,,12/12/2025 3:00 PM
SU1217,AFL,Samara (KUF),Moscow (SVO),UWWW,UUEE,"A320,A321",1:30,,12/12/2025 3:00 PM
SU2842,Historic,St. Petersburg (LED),Kaliningrad (KGD),ULLI,UMKK,A320,1:30,,12/12/2025 3:00 PM
SU2862,Historic,St. Petersburg (LED),Murmansk (MMK),ULLI,ULMM,A320,1:30,,12/12/2025 3:00 PM
SU1183,AFL,Volgograd (VOG),Moscow (SVO),URWW,UUEE,"A320,A321",1:30,,12/12/2025 3:00 PM
SU1187,Winter,Volgograd (VOG),Moscow (SVO),URWW,UUEE,A320,1:30,,12/12/2025 3:00 PM
SU607,Historic,YereVan (EVN),Mineralnye Vody (MRV),UDYZ,URMM,A320,1:30,,12/12/2025 3:00 PM
SU1291,Summer,Kazan (KZN),Moscow (SVO),UWKD,UUEE,"A320,A20N,A321",1:25,,12/12/2025 3:00 PM
SU1269,Summer,Kazan (KZN),Moscow (SVO),UWKD,UUEE,"A320,A20N,A321,B739",1:25,,12/12/2025 3:00 PM
SU1680,AFL,Moscow (SVO),Naberezhnye Chelny (NBC),UUEE,UWKE,"A320,A321,A21N,B739",1:25,,12/12/2025 3:00 PM
SU1250,AFL,Moscow (SVO),Naberezhnye Chelny (NBC),UUEE,UWKE,"A320,A321,B739",1:25,,12/12/2025 3:00 PM
SU1602,AFL,Moscow (SVO),Samara (KUF),UUEE,UWWW,"A320,A20N,A321",1:25,,12/12/2025 3:00 PM
SU1390,AFL,Moscow (SVO),Syktyvkar (SCW),UUEE,UUYY,"A320,A20N,B739",1:25,,12/12/2025 3:00 PM
